seed,lambda,exploration,budget,min_logged_propensity,joint_irc,decoupled_irc,pooled_additive_irc,joint_minus_decoupled,joint_minus_pooled
0,1.0,0.25,0.5,0.012158222680489841,1.317580909356565,0.8527366287097448,2.0265540782648412,0.46484428064682015,-0.7089731689082763
1,1.0,0.25,0.5,0.012136480521838992,1.0487613802924807,0.5467580543532301,1.3171495301980776,0.5020033259392506,-0.2683881499055969
2,1.0,0.25,0.5,0.012146011712462228,1.3146297317158606,0.9915396636417649,1.0261255678205643,0.3230900680740957,0.2885041638952963
3,1.0,0.25,0.5,0.012138756047176753,0.5046681758494345,0.4842058402534701,0.6932285096211483,0.020462335595964387,-0.18856033377171388
4,1.0,0.25,0.5,0.012167858936995391,1.1171166820058187,0.8357772180701579,0.5175313440280672,0.2813394639356608,0.5995853379777515
5,1.0,0.25,0.5,0.012163263874534114,1.309863619726565,0.9797823705217263,1.4890127184681308,0.3300812492048386,-0.17914909874156582
6,1.0,0.25,0.5,0.012131583821424343,0.6307234021492303,0.6041945979713396,1.3967688952561508,0.02652880417789072,-0.7660454931069205
7,1.0,0.25,0.5,0.012132819166778535,0.6552562866232877,0.5226354306185687,0.7146565107076911,0.13262085600471907,-0.059400224084403375
8,1.0,0.25,0.5,0.012133446894494391,1.1477355493989185,1.0754950723523138,1.3396815220355538,0.07224047704660475,-0.19194597263663526
9,1.0,0.25,0.5,0.012172296778799536,0.5434950447072247,0.6052258580802312,0.7751452933341286,-0.061730813373006566,-0.23165024862690398
10,1.0,0.25,0.5,0.01213883794328292,0.04200398782924,-0.08570334056314127,0.2800497506733142,0.12770732839238128,-0.23804576284407422
11,1.0,0.25,0.5,0.01217358152225705,0.29876127064779145,0.06006705515467585,0.6499428578168008,0.2386942154931156,-0.3511815871690094
12,1.0,0.25,0.5,0.012136976920159578,0.9731107175042357,0.7853392554379147,0.6648257809088164,0.187771462066321,0.30828493659541933
13,1.0,0.25,0.5,0.012228132028362398,0.9470538059329806,0.9874222460979711,1.3940638085778159,-0.04036844016499053,-0.44701000264483526
14,1.0,0.25,0.5,0.012162842351366061,1.0353239851892744,0.8552730716849046,0.498697059024073,0.18005091350436975,0.5366269261652014
15,1.0,0.25,0.5,0.01213964044735658,1.2885786894348976,1.2353903317610124,1.2466839503617184,0.05318835767388519,0.0418947390731792
16,1.0,0.25,0.5,0.012134946319345651,-0.26595475835150356,-0.2754351107595263,-0.2686649937424633,0.009480352408022752,0.0027102353909597143
17,1.0,0.25,0.5,0.012132901327819887,0.7669755909481173,0.7127336818399032,0.636338357878404,0.05424190910821414,0.1306372330697133
18,1.0,0.25,0.5,0.012131282598470659,0.7648295114674872,0.29456590190956,0.8047983485422244,0.47026360955792723,-0.039968837074737196
19,1.0,0.25,0.5,0.012214370906204024,1.491766387514415,1.308820046868564,1.5471758323663882,0.1829463406458509,-0.0554094448519733
