seed,lambda,exploration,budget,min_logged_propensity,joint_irc,decoupled_irc,pooled_additive_irc,joint_minus_decoupled,joint_minus_pooled
0,0.75,0.25,0.5,0.012158222680489841,1.3152560513712457,0.8955474018288277,2.0499136152295843,0.41970864954241793,-0.7346575638583386
1,0.75,0.25,0.5,0.012136480521838992,0.8975985491751899,0.5882316089315052,1.2710819083094567,0.3093669402436847,-0.3734833591342668
2,0.75,0.25,0.5,0.012146011712462228,1.2413380937570664,0.9865402938086743,0.9928214094642478,0.25479779994839213,0.2485166842928186
3,0.75,0.25,0.5,0.012138756047176753,0.3959696664060509,0.4105647641681122,0.560531734725558,-0.014595097762061304,-0.16456206831950704
4,0.75,0.25,0.5,0.012167858936995391,0.9787738618643458,0.764514881746507,0.5506613178667913,0.21425898011783884,0.4281125439975545
5,0.75,0.25,0.5,0.012163263874534114,1.1615754096023978,0.8832943014137845,1.2721039014053168,0.2782811081886133,-0.11052849180291902
6,0.75,0.25,0.5,0.012131583821424343,0.5751873301740348,0.4968774522484877,1.2917660727066136,0.07830987792554706,-0.7165787425325788
7,0.75,0.25,0.5,0.012132819166778535,0.6358778209475866,0.584197034619652,0.7740427383502159,0.0516807863279346,-0.13816491740262926
8,0.75,0.25,0.5,0.012133446894494391,1.0557848753422052,1.0835511387224164,1.2142614644165077,-0.027766263380211154,-0.1584765890743025
9,0.75,0.25,0.5,0.012172296778799536,0.5090307269258244,0.5754118348187914,0.7153086488858265,-0.06638110789296703,-0.20627792196000205
10,0.75,0.25,0.5,0.01213883794328292,0.03349393238678175,-0.027861404691794597,0.32108773146925224,0.06135533707857635,-0.2875937990824705
11,0.75,0.25,0.5,0.01217358152225705,0.3963480948212307,0.23220596140178704,0.7279724857529378,0.16414213341944364,-0.33162439093170715
12,0.75,0.25,0.5,0.012136976920159578,0.8522560359911634,0.8258711143624315,0.5701941209791539,0.02638492162873185,0.2820619150120095
13,0.75,0.25,0.5,0.012228132028362398,0.9902656487373661,1.0160643814997272,1.320065447984006,-0.02579873276236111,-0.3297997992466398
14,0.75,0.25,0.5,0.012162842351366061,0.9508872959010906,0.8556668909112873,0.44300072559087084,0.09522040498980322,0.5078865703102198
15,0.75,0.25,0.5,0.01213964044735658,1.1020579350397104,1.1124410702588885,1.1731461453255219,-0.010383135219178108,-0.07108821028581147
16,0.75,0.25,0.5,0.012134946319345651,-0.13979604950424962,-0.20423286577628266,-0.20466025861501266,0.06443681627203304,0.06486420911076304
17,0.75,0.25,0.5,0.012132901327819887,0.6949713571932019,0.7091819890301008,0.5021913940698953,-0.014210631836898857,0.19277996312330659
18,0.75,0.25,0.5,0.012131282598470659,0.6882936611536076,0.20720466059457732,0.7399153082191706,0.48108900055903026,-0.05162164706556305
19,0.75,0.25,0.5,0.012214370906204024,1.2988356050050083,1.1858995769451255,1.3744303966721865,0.11293602805988279,-0.0755947916671782
