seed,lambda,exploration,budget,min_logged_propensity,joint_irc,decoupled_irc,pooled_additive_irc,joint_minus_decoupled,joint_minus_pooled
0,0.5,0.25,0.5,0.012158222680489841,1.293315114813533,0.971603790047217,1.8852962434479008,0.3217113247663159,-0.5919811286343679
1,0.5,0.25,0.5,0.012136480521838992,0.8471369358306192,0.6224496066281056,1.1793244311068614,0.22468732920251366,-0.33218749527624214
2,0.5,0.25,0.5,0.012146011712462228,1.2130382085936682,1.0521406783762022,1.0394431068684649,0.160897530217466,0.17359510172520332
3,0.5,0.25,0.5,0.012138756047176753,0.30328315817522183,0.3304819694198588,0.4461460424914762,-0.027198811244636967,-0.14286288431625438
4,0.5,0.25,0.5,0.012167858936995391,0.8528507777134082,0.7723806622084858,0.3799018294492654,0.08047011550492245,0.4729489482641428
5,0.5,0.25,0.5,0.012163263874534114,1.0435680314773812,0.7714421637078531,1.1558127172946824,0.2721258677695281,-0.11224468581730118
6,0.5,0.25,0.5,0.012131583821424343,0.49360849858817574,0.47145966769648906,1.1829906323724118,0.022148830891686677,-0.6893821337842361
7,0.5,0.25,0.5,0.012132819166778535,0.5869116568399922,0.5874049002260822,0.7626370040667374,-0.0004932433860899144,-0.17572534722674515
8,0.5,0.25,0.5,0.012133446894494391,0.9577378968321646,1.0010871317678627,1.1029840211225486,-0.04334923493569809,-0.14524612429038397
9,0.5,0.25,0.5,0.012172296778799536,0.495770181280831,0.5835847637262566,0.7379939334864757,-0.08781458244542556,-0.24222375220564468
10,0.5,0.25,0.5,0.01213883794328292,0.16156019610160371,0.10444914158864338,0.5889907216489921,0.057111054512960335,-0.4274305255473884
11,0.5,0.25,0.5,0.01217358152225705,0.5007162623746255,0.42975277991915173,0.7874193593226946,0.07096348245547379,-0.28670309694806906
12,0.5,0.25,0.5,0.012136976920159578,0.7361517821973379,0.8220050997968833,0.48297723012435656,-0.0858533175995454,0.25317455207298134
13,0.5,0.25,0.5,0.012228132028362398,1.033757664290385,1.0519372681754593,1.2570285734403284,-0.018179603885074336,-0.2232709091499434
14,0.5,0.25,0.5,0.012162842351366061,0.8199246506594949,0.7779493922300864,0.4090677744764973,0.041975258429408524,0.41085687618299765
15,0.5,0.25,0.5,0.01213964044735658,0.9909469295828985,0.9586048106676711,1.013810772191923,0.032342118915227425,-0.02286384260902441
16,0.5,0.25,0.5,0.012134946319345651,-0.12423843130458312,-0.14726536219643077,-0.1840636330234751,0.023026930891847652,0.05982520171889197
17,0.5,0.25,0.5,0.012132901327819887,0.620209423846688,0.6433004060296426,1.2444273476481,-0.023090982182954578,-0.6242179238014121
18,0.5,0.25,0.5,0.012131282598470659,0.527477299862032,0.016476729456788797,0.6099992848192549,0.5110005704052432,-0.08252198495722296
19,0.5,0.25,0.5,0.012214370906204024,1.1108215390266205,1.0244524306723095,1.2816253594524825,0.086369108354311,-0.17080382042586195
