seed,lambda,exploration,budget,min_logged_propensity,joint_irc,decoupled_irc,pooled_additive_irc,joint_minus_decoupled,joint_minus_pooled
0,0.75,0.25,0.5,0.012136092587998564,0.7964486087137238,0.8851497685396968,0.953346596505251,-0.08870115982597304,-0.1568979877915272
1,0.75,0.25,0.5,0.012128957694694112,2.3281233548292692,2.1399462849462934,2.2356561644377644,0.1881770698829759,0.09246719039150486
2,0.75,0.25,0.5,0.012134140871870746,1.16551734290286,1.1779883808763967,1.1708797946770606,-0.012471037973536658,-0.005362451774200583
3,0.75,0.25,0.5,0.01214989005248946,0.32082488864197606,0.3046613286576526,0.8349346139417472,0.01616355998432345,-0.5141097252997711
4,0.75,0.25,0.5,0.012129053914993044,0.34394142267702144,0.5940577079225802,1.2571133865198432,-0.25011628524555873,-0.9131719638428217
5,0.75,0.25,0.5,0.012130586911346442,1.3668941365155125,0.9474284944998984,1.3297600727645253,0.4194656420156141,0.037134063750987156
6,0.75,0.25,0.5,0.012141805965639303,1.2974464636663405,1.1341672349678407,1.3551729973421025,0.16327922869849987,-0.05772653367576197
7,0.75,0.25,0.5,0.012129858938662105,0.5366660209593462,0.5407051008227117,0.5927497007999172,-0.004039079863365491,-0.056083679840570944
8,0.75,0.25,0.5,0.012142146517354454,2.0712969755325106,1.7996986293265929,1.8616371145177992,0.2715983462059177,0.20965986101471135
9,0.75,0.25,0.5,0.012148313159573711,0.006535097918089199,0.18996644640235405,0.38416795530458225,-0.18343134848426484,-0.37763285738649305
10,0.75,0.25,0.5,0.01213828684158144,-0.2926141191187138,-0.12905164781316128,0.3487688167952607,-0.16356247130555254,-0.6413829359139746
11,0.75,0.25,0.5,0.012142595580793723,0.4862877445030233,0.422073640227855,0.45175545107027687,0.06421410427516833,0.03453229343274644
12,0.75,0.25,0.5,0.012131829911111485,1.2860967648100496,1.3332546805150243,0.8583047812635135,-0.04715791570497463,0.42779198354653614
13,0.75,0.25,0.5,0.012175030048681158,1.637789234103237,1.48441550933848,1.2134166302755944,0.15337372476475686,0.4243726038276425
14,0.75,0.25,0.5,0.012131225705657063,1.0937148980175266,0.8746810557532987,0.9595668561074013,0.21903384226422795,0.1341480419101253
15,0.75,0.25,0.5,0.01212866775730765,1.1277055633511253,1.0031688391176194,0.6172339664059573,0.12453672423350581,0.510471596945168
16,0.75,0.25,0.5,0.01215725703649779,-0.89545976276184,-0.8492515795439927,0.021582420424019765,-0.046208183217847365,-0.9170421831858598
17,0.75,0.25,0.5,0.01213408461444775,0.8731256357899098,0.8266065881796383,1.369950991717439,0.04651904761027148,-0.4968253559275293
18,0.75,0.25,0.5,0.012138294729950882,0.022291607740756992,0.06764220639093661,-0.2140217929576091,-0.045350598650179624,0.2363134006983661
19,0.75,0.25,0.5,0.012128907970871346,1.1767627482009502,1.2093328065312579,1.3038252665398633,-0.03257005833030768,-0.12706251833891313
