oracle_joint,oracle_dec,oracle_delta,oracle_pct,est_joint,est_dec,est_delta,est_pct,pehe_joint,pehe_dec,lambda,seed
75.71217490150416,67.18266199167692,8.529512909827233,11.265708482055214,29.64865287831843,28.84168287326886,0.8069700050495712,2.721776292371432,14.297951351634362,11.016573289870458,0.75,12
76.0891072152313,67.60642986079783,8.482677354433463,11.148346543794675,29.811510196563773,28.8175827615612,0.993927435002572,3.3340391964347287,14.193724038848197,10.8896386968299,0.75,13
76.40461963824887,67.6349417469547,8.76967789129418,11.47794195274548,30.238929132573904,29.087748528889243,1.1511806036846615,3.806948978376981,14.40624617126678,11.148535887450025,0.75,14
75.93104842050951,66.94933379709188,8.98171462341763,11.828777305531851,29.656147494628133,28.742009364319514,0.9141381303086185,3.082457458353969,14.349331358087433,11.100720438446487,0.75,15
76.93484766821086,68.30828791011669,8.626559758094174,11.212811904557302,30.301096382584916,29.323353729860077,0.9777426527248387,3.226756683585816,14.516141964142564,11.278422408587849,0.75,16
76.15115986353325,67.34868035534973,8.802479508183524,11.559219221293562,29.898490594959853,28.72239756584289,1.176093029116963,3.9336200781828867,14.415455028182231,11.167431474248676,0.75,17
76.34471479391713,67.5666816936683,8.778033100248834,11.497892321615216,30.112080768211825,28.66585881494001,1.4462219532718166,4.802796473628412,14.454040458794482,11.217012951440712,0.75,18
76.3899891771801,67.51782740782012,8.872161769359977,11.614299026514784,29.978612424276378,29.05851779917362,0.920094625102756,3.0691701539784164,14.4828770672711,11.234049633016697,0.75,19
77.9570461835413,68.31452180814338,9.642524375397912,12.369022233982093,31.296824821841057,29.38125520360253,1.915569618238525,6.120651628856963,14.491270036575264,11.185953404960935,1.0,0
77.9929551487086,68.00715822184522,9.985796926863387,12.803460143064896,31.32279882859494,29.16814032905144,2.154658499543501,6.878882411927023,14.773579806412457,11.52746256246923,1.0,1
78.49198937625964,68.4033800193531,10.088609356906545,12.853043268588507,31.13027334635699,29.28881481799054,1.8414585283664486,5.915330417687915,14.705554357368515,11.451288872059697,1.0,2
77.93354352582196,68.26128613405811,9.67225739176385,12.410904155229527,30.974416237997286,29.17494570903031,1.7994705289669746,5.809538152843403,14.477842830531774,11.187664543525226,1.0,3
78.01531701356429,68.38598288036394,9.629334133200345,12.342876375835429,31.030879408457032,29.092690227866004,1.9381891805910278,6.246001458994428,14.472826495372013,11.177390281149046,1.0,4
77.98877367459461,68.0739312910162,9.914842383578417,12.713166160231914,31.09874279205328,29.184561119833397,1.9141816722198826,6.155173812071326,14.532216290632645,11.211917635570758,1.0,5
78.43116198045082,68.49670533733521,9.93445664311561,12.666466226258127,31.445617910591487,29.43696993574152,2.0086479748499677,6.38768804149788,14.572172333247153,11.280418273931753,1.0,6
78.46340083748865,68.33596818224393,10.127432655244718,12.907205840109318,31.60731690954901,29.591942794398125,2.015374115150884,6.376289771505443,14.70126762565473,11.449504823906022,1.0,7
77.88582893182516,68.09003376739804,9.795795164427119,12.57712127966379,31.03635476933079,28.988952454411727,2.0474023149190614,6.596787316473918,14.37408583701704,11.030051965157316,1.0,8
77.77197809802796,68.24166524073082,9.530312857297133,12.25417314869453,31.060822383012688,29.00447726584506,2.056345117167627,6.620382074275831,14.470196985679596,11.140167216618876,1.0,9
77.73433901881947,67.92152879811412,9.812810220705344,12.62352049887459,31.400684420660152,29.496133646402598,1.9045507742575545,6.065316120958341,14.431436524215831,11.12525685723488,1.0,10
77.66451310020256,67.96529624346077,9.699216856741785,12.488608335479913,31.041302334304046,29.03078741380455,2.010514920499496,6.47690260816685,14.382597246876383,11.052202369979518,1.0,11
77.72669519056409,67.94666688332171,9.780028307242375,12.582586051374609,31.069343316894344,29.046257236295144,2.0230860805991995,6.511518637405899,14.482596878911064,11.169331017810421,1.0,12
