bootstrap,lambda,n_train_draws,n_train_unique,n_oob,irc_joint_week,irc_decoupled_week,delta_week,delta_year
115,0.25,480,370,431,0.411122558864922,-0.03834791284021883,0.4494704717051408,23.372464528667322
115,0.5,480,370,431,0.6066652174181499,-0.02538801879247939,0.6320532362106294,32.86676828295273
115,0.75,480,370,431,0.777638263667937,0.011381840352447332,0.7662564233154896,39.84533401240546
115,1.0,480,370,431,1.0691191014612553,0.002671887626146263,1.0664472138351089,55.45525511942566
116,0.0,480,369,432,0.08574148855162093,0.0252026006722395,0.06053888787938145,3.1480221697278354
116,0.25,480,369,432,0.3813163914311226,-0.011501574289061966,0.39281796572018457,20.426534217449596
116,0.5,480,369,432,0.6402456844665105,0.026841714221302278,0.6134039702452083,31.897006452750833
116,0.75,480,369,432,0.8510632245352004,-0.00184361544956476,0.8529068399847651,44.351155679207785
116,1.0,480,369,432,1.0792928929541592,0.19511651157662577,0.8841763813775332,45.97717183163172
117,0.0,480,364,437,0.08766463643317371,-0.010072723225358191,0.09773735965853189,5.0823427022436585
117,0.25,480,364,437,0.4668871759804369,0.0655189831516849,0.40136819282875197,20.8711460270951
117,0.5,480,364,437,0.6822656076908717,0.0238612416593804,0.6584043660314913,34.237027033637546
117,0.75,480,364,437,0.8586447250882854,-0.001995414002865834,0.8606401390911512,44.753287232739865
117,1.0,480,364,437,1.0207881125813498,-0.17487064620164264,1.1956587587829925,62.17425545671561
118,0.0,480,373,428,0.1863135472284332,0.012088106427452028,0.1742254408009812,9.059722921651023
118,0.25,480,373,428,0.28480098149634553,-0.021250492885622273,0.3060514743819678,15.914676667862324
118,0.5,480,373,428,0.49670018848399045,0.02510368321133929,0.4715965052726512,24.52301827417786
118,0.75,480,373,428,0.7209322463080688,-0.0556839067429818,0.7766161530510507,40.38403995865464
118,1.0,480,373,428,1.0695071973286374,0.06187972977256179,1.007627467556076,52.39662831291595
119,0.0,480,369,432,0.1254146104202445,0.00235254931475685,0.12306206110548766,6.399227177485359
119,0.25,480,369,432,0.31969880007003393,-0.09062071469203244,0.4103195147620664,21.336614767627452
119,0.5,480,369,432,0.5904462026213148,-0.033571254077771694,0.6240174566990866,32.448907748352504
119,0.75,480,369,432,0.8185914902227089,0.02431285026448817,0.7942786399582208,41.30248927782748
119,1.0,480,369,432,1.0445978097953583,0.030945316266607823,1.0136524935287505,52.709929663495025
120,0.0,480,357,444,0.1920875900197066,0.03629356558799671,0.15579402443170992,8.101289270448916
120,0.25,480,357,444,0.42681099878166406,-0.022538425818798898,0.4493494246004629,23.36617007922407
120,0.5,480,357,444,0.562215783471089,0.011941572924190366,0.5502742105468986,28.614258948438728
120,0.75,480,357,444,0.83521252191378,-0.11594136855938178,0.951153890473162,49.46000230460442
120,1.0,480,357,444,1.046960370912334,0.06985450751619685,0.9771058633961374,50.809504896599144
121,0.0,480,373,428,0.20544018109550843,0.06939649286213313,0.13604368823337532,7.074271788135516
121,0.25,480,373,428,0.33004434249173015,0.012265629901092484,0.3177787125906377,16.52449305471316
121,0.5,480,373,428,0.5523627946572204,-0.07741316776338511,0.6297759624206055,32.74835004587149
121,0.75,480,373,428,0.7731513719486021,0.10665075018036192,0.66650062176824,34.658032331948476
121,1.0,480,373,428,0.9580155964418796,0.13490836195656467,0.823107234485315,42.80157619323638
122,0.0,480,367,434,0.09582078536663514,-0.011896404748985604,0.10771719011562078,5.6012938860122805
122,0.25,480,367,434,0.42829072873332974,0.016767787822729873,0.41152294091059977,21.399192927351187
122,0.5,480,367,434,0.5791440463199446,-0.02378396197684168,0.6029280082967863,31.352256431432885
122,0.75,480,367,434,0.8785839083193319,-0.007109317636055361,0.8856932259553872,46.05604774968014
122,1.0,480,367,434,1.0736042775080314,0.05465520707750688,1.0189490704305244,52.98535166238727
123,0.0,480,368,433,0.15697488430006828,0.004860584832329342,0.15211429946773897,7.909943572322426
123,0.25,480,368,433,0.3876176582298213,-0.007842880125566066,0.39546053835538736,20.56394799448014
123,0.5,480,368,433,0.5870662072504363,-0.10289308873176048,0.6899592959821967,35.87788339107423
123,0.75,480,368,433,0.8306013685077934,-0.12041173930100224,0.9510131078087956,49.45268160605737
123,1.0,480,368,433,1.1125220212935856,-0.06909323560630273,1.1816152568998881,61.44399335879418
124,0.0,480,359,442,0.11283298919229996,0.09015478428840298,0.022678204903896968,1.1792666550026423
124,0.25,480,359,442,0.34052942572399003,0.05110406007722482,0.28942536564676524,15.050119013631793
124,0.5,480,359,442,0.560265550624514,0.03581422317652535,0.5244513274479887,27.271469027295414
124,0.75,480,359,442,0.7637053382623795,-0.07575592405826807,0.8394612623206477,43.65198564067368
124,1.0,480,359,442,0.9642768279046737,-0.005273891272922074,0.9695507191775958,50.416637397234986
125,0.0,480,357,444,0.10264588516487376,-0.013127284285697215,0.11577316945057099,6.020204811429692
125,0.25,480,357,444,0.3376735293029569,0.061320980931093776,0.2763525483718631,14.370332515336882
125,0.5,480,357,444,0.5745962867456603,-0.006232871270754984,0.5808291580164153,30.203116216853598
125,0.75,480,357,444,0.7870813099561621,0.0619979251750519,0.7250833847811101,37.70433600861772
125,1.0,480,357,444,0.994750005930692,0.137232993617835,0.857517012312857,44.59088464026857
126,0.0,480,367,434,0.20395770400229876,0.07709795311414325,0.12685975088815551,6.596707046184087
126,0.25,480,367,434,0.4212136977942465,0.03654837767518291,0.3846653201190636,20.002596646191307
126,0.5,480,367,434,0.6172381001358425,-0.07086752064323687,0.6881056207790793,35.781492280512126
126,0.75,480,367,434,0.7700393404860745,-0.22139950894696012,0.9914388494330346,51.5548201705178
126,1.0,480,367,434,0.9574445708520221,0.02218229024227877,0.9352622806097434,48.63363859170666
127,0.0,480,361,440,0.1712090448210957,0.06549249351301578,0.10571655130807993,5.497260668020156
127,0.25,480,361,440,0.41583739641980966,-0.006707847629399799,0.4225452440492094,21.97235269055889
127,0.5,480,361,440,0.6737474377410222,-0.024604102738419033,0.6983515404794413,36.314280104930944
127,0.75,480,361,440,0.8499385046325685,-0.05626380454087469,0.9062023091734431,47.12252007701904
127,1.0,480,361,440,1.0503728076296057,0.048580449241879584,1.001792358387726,52.09320263616175
128,0.0,480,365,436,0.2140032507215229,0.12292906394557876,0.09107418677594416,4.735857712349096
128,0.25,480,365,436,0.27301545396342125,0.00341251369695691,0.26960294026646436,14.019352893856148
128,0.5,480,365,436,0.5636392421437523,-0.002957277968995724,0.5665965201127481,29.4630190458629
128,0.75,480,365,436,0.8436728550199775,-0.017633636908218273,0.8613064919281957,44.78793758026618
128,1.0,480,365,436,1.0628731114070236,0.03998049192041925,1.0228926194866044,53.19041621330343
129,0.0,480,367,434,0.18194871901948884,0.03240831560360431,0.14954040341588454,7.776100977625996
129,0.25,480,367,434,0.391215513791327,0.011617994321879,0.3795975194694479,19.73907101241129
129,0.5,480,367,434,0.5948088597928647,-0.04611171217332417,0.6409205719661888,33.327869742241816
129,0.75,480,367,434,0.8200937149066249,-0.060389980923515475,0.8804836958301401,45.785152183167284
129,1.0,480,367,434,1.0844994793193274,0.04680434206179252,1.037695137257535,53.960147137391814
130,0.0,480,353,448,0.23847053082672676,0.05564829585615061,0.18282223497057618,9.506756218469961
130,0.25,480,353,448,0.3779985998513792,-0.047083836752854435,0.42508243660423367,22.10428670342015
130,0.5,480,353,448,0.581096586492062,-0.09915927233459222,0.6802558588266542,35.373304658986015
130,0.75,480,353,448,0.7040299479888894,-0.055262862622602237,0.7592928106114917,39.48322615179757
130,1.0,480,353,448,0.9066588695627603,-0.012519467635250898,0.919178337198011,47.79727353429657
131,0.0,480,362,439,0.20025015656234024,0.021353463247672826,0.1788966933146674,9.302628052362705
131,0.25,480,362,439,0.4217044683795916,-0.020034941725251887,0.44173941010484347,22.97044932545186
131,0.5,480,362,439,0.6139171948548988,-0.0075937173057890085,0.6215109121606878,32.31856743235576
131,0.75,480,362,439,0.772576121823552,0.04322718199379229,0.7293489398297596,37.9261448711475
131,1.0,480,362,439,0.9980877062093778,-7.277397434750122e-05,0.9981604801837254,51.90434496955372
132,0.0,480,377,424,0.11992330055671359,0.040312418724618986,0.07961088183209461,4.139765855268919
132,0.25,480,377,424,0.41201175310078103,-0.02034918040706619,0.4323609335078472,22.482768542408056
132,0.5,480,377,424,0.661113629255627,-0.061542901336034295,0.7226565305916612,37.57813959076638
132,0.75,480,377,424,0.8768429211571144,0.019842706195919435,0.857000214961195,44.564011177982145
132,1.0,480,377,424,1.1201294159527435,0.0021790190010789598,1.1179503969516646,58.13342064148656
133,0.0,480,362,439,0.12152019576224687,0.058315740061695244,0.06320445570055162,3.2866316964286844
133,0.25,480,362,439,0.35925849365466467,-0.02000124747759632,0.37925974113226096,19.72150653887757
133,0.5,480,362,439,0.5589465234941049,0.03842679757688262,0.5205197259172223,27.06702574769556
133,0.75,480,362,439,0.8910138567849144,-0.013777202389157172,0.9047910591740713,47.04913507705171
133,1.0,480,362,439,1.0129840346266854,0.05042975989176089,0.9625542747349244,50.05282228621607
134,0.0,480,369,432,0.14539259830485415,0.012603428667780695,0.13278916963707346,6.90503682112782
134,0.25,480,369,432,0.43570144606614325,0.002352289643059214,0.433349156423084,22.53415613400037
134,0.5,480,369,432,0.6110542379006679,0.031130035833977568,0.5799242020666903,30.156058507467893
134,0.75,480,369,432,0.8080974360935005,0.018562226743885652,0.789535209349615,41.055830886179976
134,1.0,480,369,432,1.0510195531580144,0.030415035162696866,1.0206045179953176,53.071434935756514
135,0.0,480,368,433,0.19575335752030387,0.0474179167306704,0.14833544078963348,7.713442921060941
135,0.25,480,368,433,0.3900192282140752,0.02892190081247237,0.36109732740160283,18.77706102488335
135,0.5,480,368,433,0.6197764422715941,0.010702563713770152,0.6090738785578239,31.671841685006843
135,0.75,480,368,433,0.8408606646136944,0.0763707434876677,0.7644899211260265,39.75347589855338
135,1.0,480,368,433,1.033706468206308,0.0649288707630894,0.9687775974432187,50.37643506704737
136,0.0,480,357,444,0.0792916985513883,0.06815612598183189,0.011135572569556398,0.5790497736169327
136,0.25,480,357,444,0.3610231828105301,-0.00392387914120007,0.36494706195173016,18.977247221489968
136,0.5,480,357,444,0.5786903986823277,-0.054987426800145595,0.6336778254824733,32.95124692508861
136,0.75,480,357,444,0.7531219042270686,-0.10049042365058398,0.8536123278776526,44.387841049637935
136,1.0,480,357,444,0.9367626948938762,0.020803856807969572,0.9159588380859066,47.62985958046714
137,0.0,480,362,439,0.24538101178481497,-0.0038155083774507373,0.2491965201622658,12.95821904843782
137,0.25,480,362,439,0.3548558574160319,-0.055250450175625514,0.41010630759165745,21.325527994766187
137,0.5,480,362,439,0.6260648640250966,0.038002491430759594,0.588062372594337,30.579243374905523
137,0.75,480,362,439,0.7994497326215375,-0.11282348790823421,0.9122732205297718,47.43820746754813
137,1.0,480,362,439,0.9097848673811325,-0.03894544437292744,0.94873031175406,49.333976211211116
138,0.0,480,367,434,0.11009435629364152,-0.012706968722641243,0.12280132501628276,6.385668900846703
138,0.25,480,367,434,0.30504126424352535,-0.028227006942584478,0.3332682711861097,17.329950101677703
138,0.5,480,367,434,0.5921767061329409,-0.024731942038245806,0.6169086481711868,32.07924970490171
138,0.75,480,367,434,0.8276907087206827,0.126580163357833,0.7011105453628499,36.457748358868194
138,1.0,480,367,434,0.8957655980234163,0.02445379871587746,0.8713117993075388,45.30821356399201
139,0.0,480,350,451,0.13768901904009131,0.08922697366310571,0.048462045376985605,2.5200263596032513
139,0.25,480,350,451,0.4084739908386098,0.04023758563929417,0.3682364051993157,19.148293070364417
139,0.5,480,350,451,0.5427268856335292,-0.07944362600036066,0.62217051163389,32.35286660496228
139,0.75,480,350,451,0.7539011180379764,0.00032917412282312683,0.7535719439151533,39.18574108358797
139,1.0,480,350,451,0.9456378865767033,-0.009910453541132916,0.9555483401178362,49.68851368612748
140,0.0,480,370,431,0.1498647259327991,-0.021585125544549486,0.17144985147734862,8.915392276822129
140,0.25,480,370,431,0.38029493129485764,-0.014238875886358424,0.3945338071812161,20.515757973423238
140,0.5,480,370,431,0.5941728169654334,-0.0863307657473789,0.6805035827128124,35.386186301066246
140,0.75,480,370,431,0.7655894715227635,-0.017572627791476704,0.7831620993142403,40.72442916434049
140,1.0,480,370,431,1.0678624550691522,-0.06664593036698961,1.1345083854361417,58.99443604267937
141,0.0,480,348,453,0.20235997400730463,0.05331009413097415,0.14904987987633045,7.750593753569183
141,0.25,480,348,453,0.3026365699160563,-0.0015638029588160454,0.3042003728748724,15.818419389493364
141,0.5,480,348,453,0.6357869994149443,-0.09347519646545077,0.7292621958803951,37.92163418578055
141,0.75,480,348,453,0.8190844393682993,0.08021909075636176,0.7388653486119374,38.420998127820745
141,1.0,480,348,453,1.0197249721056678,0.2049292056480869,0.8147957664575809,42.36937985579421
142,0.0,480,368,433,0.12048357235993414,0.07269904576770397,0.04778452659223018,2.4847953827959697
142,0.25,480,368,433,0.38269850787702525,-0.05057579176229258,0.43327429963931774,22.530263581244522
142,0.5,480,368,433,0.5325977016744837,0.07827445727990451,0.45432324439457933,23.624808708518124
142,0.75,480,368,433,0.7825305589220322,-0.07622125679331343,0.8587518157153455,44.655094417197965
142,1.0,480,368,433,1.001518058509337,0.08523296207338704,0.9162850964359499,47.646825014669396
143,0.0,480,374,427,0.22532265904090373,0.061368157966639095,0.16395450107426465,8.525634055861762
143,0.25,480,374,427,0.3985338841374862,-0.028828471820440627,0.42736235595792677,22.222842509812192
143,0.5,480,374,427,0.5280409333881568,0.007607942775975479,0.5204329906121813,27.06251551183343
143,0.75,480,374,427,0.8067408093124113,0.011423737398415656,0.7953170719139957,41.35648773952778
143,1.0,480,374,427,1.0060546395770855,-0.04926965899757807,1.0553242985746636,54.876863525882506
144,0.0,480,355,446,0.19167568367134877,0.031602747282561974,0.1600729363887868,8.323792692216914
144,0.25,480,355,446,0.4008270875391245,-0.0273156180481496,0.428142705587274,22.26342069053825
144,0.5,480,355,446,0.5507571404788004,0.012178847679011813,0.5385782927997886,28.00607122558901
144,0.75,480,355,446,0.7869993972561263,-0.022434189590805245,0.8094335868469316,42.09054651604044
144,1.0,480,355,446,1.0327339647984994,0.052581384469757,0.9801525803287423,50.9679341770946
145,0.0,480,357,444,0.21948681284514576,0.07415704802222094,0.1453297648229248,7.55714777079209
145,0.25,480,357,444,0.4083717155930156,-0.020117978845939636,0.4284896944389553,22.281464110825674
145,0.5,480,357,444,0.593080642251526,-0.061755139525430144,0.6548357817769561,34.051460652401715
145,0.75,480,357,444,0.7963069544385866,-0.02340998734133974,0.8197169417799262,42.62528097255616
145,1.0,480,357,444,1.0457814576841933,0.05709963862653754,0.9886818190576557,51.4114545909981
146,0.0,480,353,448,0.12582993718695334,0.03629562230449899,0.08953431488245435,4.655784373887626
146,0.25,480,353,448,0.3262922439807586,-0.016682939756517655,0.34297518373727626,17.834709554338364
146,0.5,480,353,448,0.486218299801813,-0.11041075539668824,0.5966290551985013,31.024710870322068
146,0.75,480,353,448,0.8761683066687878,-0.056760450524535204,0.932928757193323,48.5122953740528
146,1.0,480,353,448,0.976453957659621,-0.013985849176211726,0.9904398068358328,51.502869955463304
147,0.0,480,360,441,0.09450072721286405,0.08299222506787302,0.011508502144991028,0.5984421115395334
147,0.25,480,360,441,0.38737238116023437,-0.04379825606263389,0.4311706372228683,22.42087313558915
147,0.5,480,360,441,0.5729571747701258,-0.051354316237575665,0.6243114910077012,32.46419753240046
147,0.75,480,360,441,0.7938413061547658,-0.005407757429137102,0.7992490635839029,41.56095130636295
147,1.0,480,360,441,1.0264849589074245,-0.10089472401692696,1.1273796829243514,58.62374351206628
148,0.0,480,350,451,0.13560350483692066,-0.004475661543172386,0.14007916638009305,7.284116651764839
148,0.25,480,350,451,0.34716369264072616,0.03594609847471226,0.31121759416601397,16.183314896632726
148,0.5,480,350,451,0.5659668939624929,-0.04974001148313659,0.6157069054456293,32.01675908317272
148,0.75,480,350,451,0.7462815159079504,-0.02060655470340915,0.7668880706113597,39.878179671790704
148,1.0,480,350,451,0.9653561067181035,0.04192370083630787,0.9234324058817955,48.018485105853365
149,0.0,480,363,438,0.1634140557033553,0.05743049407103658,0.10598356163231873,5.511145204880574
149,0.25,480,363,438,0.36932650540993966,-0.049998196313997455,0.41932470172393715,21.80488448964473
149,0.5,480,363,438,0.6026012268958142,0.05384421608766431,0.5487570108081498,28.535364562023787
149,0.75,480,363,438,0.7955999653038589,0.03537406225431446,0.7602259030495444,39.531746958576306
149,1.0,480,363,438,0.9341192002536837,-0.023899122422699464,0.9580183226763832,49.81695277917193
150,0.0,480,364,437,0.2163282633754523,0.004128261821614405,0.2122000015538379,11.034400080799571
150,0.25,480,364,437,0.3585229548239909,-0.02376104291457147,0.38228399773856236,19.878767882405242
150,0.5,480,364,437,0.5289478592627509,-0.02677417542474812,0.5557220346874989,28.897545803749942
150,0.75,480,364,437,0.7941194099010372,0.039658652975295215,0.7544607569257421,39.23195936013859
150,1.0,480,364,437,0.952680159016923,0.01777927920026691,0.934900879816656,48.61484575046612
151,0.0,480,359,442,0.11299789635327179,0.01999530878286469,0.09300258757040711,4.83613455366117
151,0.25,480,359,442,0.3592211385803108,0.03510377058870504,0.32411736799160573,16.8541031355635
151,0.5,480,359,442,0.5470829102878391,-0.07601577751348446,0.6230986878013236,32.40113176566883
151,0.75,480,359,442,0.8072200438682792,-0.015264184754162979,0.8224842286224422,42.76917988836699
151,1.0,480,359,442,1.0194951021121326,0.09427626653094519,0.9252188355811873,48.11137945022174
152,0.0,480,352,449,0.14570414073102153,0.07154598008763151,0.07415816064339002,3.8562243534562812
152,0.25,480,352,449,0.2922609113405606,-0.08031697013664929,0.3725778814772099,19.374049836814915
152,0.5,480,352,449,0.5805929420629392,-0.05638202190366142,0.6369749639666007,33.12269812626324
152,0.75,480,352,449,0.788628400115143,-0.05213697031657274,0.8407653704317158,43.71979926244922
152,1.0,480,352,449,0.9887440623904521,0.051850149296903125,0.936893913093549,48.71848348086455
153,0.0,480,363,438,0.1631505024302248,0.0872095145771837,0.07594098785304114,3.948931368358139
153,0.25,480,363,438,0.33583621255199886,-0.087321775848762,0.4231579884007609,22.004215396839566
153,0.5,480,363,438,0.5900335231725649,0.006605714421607454,0.5834278087509575,30.338246055049787
153,0.75,480,363,438,0.7994173734148864,-0.15402758886615672,0.9534449622810433,49.579138038614246
153,1.0,480,363,438,0.9424933372686269,0.05429953805920519,0.8881937992094218,46.186077558889934
154,0.0,480,352,449,0.13043299841717312,0.02020623828834221,0.1102267601288309,5.731791526699206
154,0.25,480,352,449,0.4232476393942776,0.01609004518693783,0.4071575942073399,21.172194898781672
154,0.5,480,352,449,0.6008936355368273,0.06006485603050589,0.5408287795063214,28.12309653432871
154,0.75,480,352,449,0.7827982198828844,0.10411179705414764,0.6786864228287367,35.291693987094305
154,1.0,480,352,449,1.014934060916985,0.12417484123092033,0.8907592196860649,46.319479423675375
155,0.0,480,380,421,0.19163370953277206,0.086270029512844,0.10536368001992806,5.478911361036259
155,0.25,480,380,421,0.3742255106679889,-0.030872231573589263,0.4050977422415782,21.065082596562064
155,0.5,480,380,421,0.5801171160927692,-0.08223380973047946,0.6623509258232486,34.44224814280893
155,0.75,480,380,421,0.8146284594559642,0.00618613509553145,0.808442324360433,42.03900086674251
155,1.0,480,380,421,1.0591666244235944,-0.13210649857091974,1.1912731229945142,61.946202395714735
156,0.0,480,354,447,0.18823756657684745,0.08622278467947017,0.10201478189737727,5.304768658663618
156,0.25,480,354,447,0.41194126832316347,-0.04794840320548934,0.4598896715286528,23.914262919489946
156,0.5,480,354,447,0.5769943860142444,-0.10271044422382172,0.679704830238066,35.344651172379436
156,0.75,480,354,447,0.9254735926339895,0.027411625972585143,0.8980619666614044,46.69922226639303
156,1.0,480,354,447,0.9744765468803164,0.06829170711724436,0.906184839763072,47.121611667679744
157,0.0,480,365,436,0.09862295171804124,0.029117933769748253,0.06950501794829297,3.6142609333112348
157,0.25,480,365,436,0.38592545321328875,-0.04703777677141832,0.4329632299847071,22.51408795920477
157,0.5,480,365,436,0.58955938284724,0.0012429460744340375,0.588316436772806,30.592454712185912
157,0.75,480,365,436,0.7961081974239232,0.022631670388162238,0.7734765270357611,40.220779405859574
157,1.0,480,365,436,1.0391516447334495,0.04782201747324284,0.9913296272602067,51.549140617530746
158,0.0,480,338,463,0.13273053247322505,0.03912449009601685,0.09360604237720821,4.867514203614827
158,0.25,480,338,463,0.45470194294830324,-0.01714004540810261,0.4718419883564058,24.5357833945331
158,0.5,480,338,463,0.5321294434779712,-0.010823778846697227,0.5429532223246685,28.23356756088276
158,0.75,480,338,463,0.8122404835196134,-0.02653956130257175,0.8387800448221852,43.61656233075363
158,1.0,480,338,463,1.0387001662623254,-0.0065130781268349855,1.0452132443891604,54.35108870823634
159,0.0,480,364,437,0.12418070707460005,0.06205906032738393,0.06212164674721612,3.230325630855238
159,0.25,480,364,437,0.4078783172811784,-0.034532254298575565,0.44241057157975405,23.005349722147212
159,0.5,480,364,437,0.6378339983373683,-0.062456267036349856,0.7002902653737183,36.41509379943335
159,0.75,480,364,437,0.8152464651828932,0.05617342344996787,0.7590730417329252,39.47179817011211
159,1.0,480,364,437,1.135691848684436,-0.04064871550429454,1.1763405641887306,61.16970933781399
160,0.0,480,345,456,0.07446666579079557,0.0020430288576480113,0.07242363693314754,3.7660291205236724
160,0.25,480,345,456,0.397051667082102,0.007792575693455645,0.3892590913886463,20.241472752209607
160,0.5,480,345,456,0.5715552130121304,-0.05719124774899751,0.6287464607611281,32.69481595957866
160,0.75,480,345,456,0.8360665912083989,-0.05231207436623165,0.8883786655746304,46.195690609880785
160,1.0,480,345,456,0.9850079936818666,0.10711428899784396,0.8778937046840227,45.65047264356918
161,0.0,480,365,436,0.1581791421490727,0.03169191736647903,0.1264872247825937,6.577335688694872
161,0.25,480,365,436,0.3695025680562096,-0.05571349403599909,0.4252160620922087,22.11123522879485
161,0.5,480,365,436,0.6315576351739707,-0.050978376830972505,0.6825360120049432,35.49187262425705
161,0.75,480,365,436,0.7927145110666433,-0.10551434716675195,0.8982288582333952,46.70790062813655
161,1.0,480,365,436,1.0096865419042402,-0.06142655551426742,1.0711130974185075,55.69788106576239
162,0.0,480,357,444,0.10515472042881074,0.10140215197815973,0.0037525684506509926,0.1951335594338516
162,0.25,480,357,444,0.4247252295550895,0.022498817329929467,0.40222641222516015,20.915773435708328
162,0.5,480,357,444,0.6480477627041176,-0.017996214012069314,0.666043976716187,34.63428678924172
162,0.75,480,357,444,0.8258157894682095,-0.1284738244338919,0.9542896139021017,49.623059922909285
162,1.0,480,357,444,1.0272026447697649,0.09141395701337503,0.9357886877563899,48.661011763332276
163,0.0,480,348,453,0.130822683302117,0.014831304584417945,0.11599137871769907,6.031551693320352
163,0.25,480,348,453,0.4506477629864181,0.04670833723629946,0.40393942575011865,21.00485013900617
163,0.5,480,348,453,0.5890392120014571,-0.1375762862475672,0.7266154982490244,37.78400590894927
163,0.75,480,348,453,0.8546111786708107,-0.10043946965293979,0.9550506483237506,49.66263371283503
163,1.0,480,348,453,1.0353641993889617,0.010939766524411487,1.0244244328645502,53.27007050895661
164,0.0,480,358,443,0.1527995355832022,0.07091838089671586,0.08188115468648637,4.257820043697291
164,0.25,480,358,443,0.41296943700365796,0.00388722381892937,0.4090822131847286,21.272275085605887
164,0.5,480,358,443,0.6120915886956241,0.022606043354040525,0.5894855453415835,30.65324835776234
164,0.75,480,358,443,0.7924579062631107,-0.06870932029283221,0.861167226555943,44.780695780909035
164,1.0,480,358,443,1.0530512530953375,-0.0020052326060779387,1.0550564857014155,54.86293725647361
165,0.0,480,368,433,0.22787298274765574,-0.014013033449554525,0.24188601619721029,12.578072842254935
165,0.25,480,368,433,0.33511483453251756,0.00232153028332132,0.3327933042491962,17.3052518209582
165,0.5,480,368,433,0.5735807652317786,-0.054746502540609664,0.6283272677723881,32.673017924164185
165,0.75,480,368,433,0.7616257162846728,0.07338695463407932,0.6882387616505936,35.78841560583087
165,1.0,480,368,433,0.962585740578656,0.0427787461265531,0.9198069944521028,47.82996371150934
166,0.0,480,365,436,0.10323369511180125,0.03334115992366495,0.06989253518813632,3.6344118297830885
166,0.25,480,365,436,0.33533993575291865,-0.017577183298643786,0.3529171190515624,18.351690190681246
166,0.5,480,365,436,0.5649699983166931,-0.003372045677854734,0.568342043994548,29.5537862877165
166,0.75,480,365,436,0.7472856699597512,0.06442104654803274,0.6828646234117183,35.50896041740935
166,1.0,480,365,436,0.9189034814553955,0.0632939419674635,0.8556095394879321,44.491696053372465
167,0.0,480,359,442,0.21727929642418325,0.09928827480594747,0.11799102161823578,6.135533124148261
167,0.25,480,359,442,0.367476720354898,0.008543496270010388,0.3589332240848876,18.664527652414154
167,0.5,480,359,442,0.46055694560259375,-0.04548186644219134,0.5060388120447851,26.314018226328823
167,0.75,480,359,442,0.7730040193061681,0.025540280372411003,0.7474637389337571,38.868114424555365
167,1.0,480,359,442,0.9943379299985584,0.06194060962964715,0.9323973203689112,48.48466065918338
168,0.0,480,365,436,0.13003642953829336,0.07773551620305034,0.05230091333524301,2.7196474934326367
168,0.25,480,365,436,0.3416158255711709,0.0046080826873792806,0.3370077428837916,17.524402629957162
168,0.5,480,365,436,0.6058803246648892,-0.05157135477198124,0.6574516794368706,34.18748733071727
168,0.75,480,365,436,0.8228497694670349,-0.03552639355759172,0.8583761630246265,44.63556047728058
168,1.0,480,365,436,0.928607945438908,-0.09743238241973079,1.0260403278586387,53.354097048649216
169,0.0,480,355,446,0.12690476192914982,-0.0067700543667438525,0.13367481629589367,6.951090447386471
169,0.25,480,355,446,0.3868862110639693,-0.02224946147526235,0.40913567253923167,21.275054972040046
169,0.5,480,355,446,0.6324890700010193,-0.049343820059738024,0.6818328900607573,35.45531028315938
169,0.75,480,355,446,0.8476708784285311,-0.06330598711035666,0.9109768655388877,47.37079700802216
169,1.0,480,355,446,0.9914942602758308,0.0941621365825145,0.8973321236933163,46.66127043205245
170,0.0,480,361,440,0.11554683033943443,0.010037785440292893,0.10550904489914154,5.48647033475536
170,0.25,480,361,440,0.3750767843727122,-5.261703356452314e-05,0.37512940140627676,19.50672887312639
170,0.5,480,361,440,0.5716052161786305,-0.02351111261199581,0.5951163287906263,30.946049097112564
170,0.75,480,361,440,0.7962802449218552,-0.03802025948878157,0.8343005044106366,43.383626229353105
170,1.0,480,361,440,1.013029529852415,-0.10080872911782883,1.113838258970244,57.91958946645269
171,0.0,480,370,431,0.14251233304217084,0.06340729534025358,0.07910503770191728,4.1134619604996985
171,0.25,480,370,431,0.29869128822675395,-0.05424502993803291,0.35293631816478693,18.35268854456892
171,0.5,480,370,431,0.5594753712335899,-0.03440618791142382,0.5938815591450138,30.88184107554072
171,0.75,480,370,431,0.8049716749597169,-0.03955475965611248,0.8445264346158294,43.91537460002313
171,1.0,480,370,431,1.0155866264784765,0.04153170080401447,0.9740549256744622,50.65085613507203
172,0.0,480,363,438,0.13621534144133218,0.04512210043288534,0.09109324100844686,4.736848532439237
172,0.25,480,363,438,0.36860408908714143,0.011886553798486788,0.3567175352886547,18.549311835010045
172,0.5,480,363,438,0.5357915577889932,-0.07396011926047728,0.6097516770494704,31.70708720657246
172,0.75,480,363,438,0.8386957713821794,-0.020155604939426818,0.8588513763216064,44.66027156872353
172,1.0,480,363,438,0.925830901943823,-0.061714827738836665,0.9875457296826596,51.352377943498304
173,0.0,480,352,449,0.17314028692994982,0.06400615234736202,0.10913413458258779,5.674974998294565
173,0.25,480,352,449,0.35117326589377845,0.01952085535308233,0.3316524105406961,17.2459253481162
173,0.5,480,352,449,0.6770443499709796,-0.07631506487797952,0.753359414848959,39.174689572145866
173,0.75,480,352,449,0.7719739849174528,-0.14406650586849243,0.9160404907859453,47.634105520869156
173,1.0,480,352,449,1.0189350537099156,-0.06318920857727153,1.082124262287187,56.270461638933725
